уникальный номер,направление 1,направление 2,направление 3,адрес площадки,округ площадки,район площадки,расписание в активных периодах,расписание в плановом периоде,exp_date,exp_date2,geo
801366843,Физическая активность,"Фитнес, тренажеры",Тренажеры,"город Москва, поселение Рязановское, посёлок Знамя Октября, дом 31, строение 3",Троицкий и Новомосковский административные округа,поселение Рязановское,"c 01.03.2023 по 31.12.2023, Вт., Чт. 11:00-12:00, без перерыва",,2023-12-31,,55.473311 37.541674
801365339,Физическая активность,Гимнастика,Здоровая спина,"город Москва, поселение Рязановское, посёлок Знамя Октября, дом 31, строение 3",Троицкий и Новомосковский административные округа,поселение Рязановское,"c 01.03.2023 по 31.12.2023, Пн., Ср. 10:30-11:30, без перерыва",,2023-12-31,,55.473311 37.541674
801370280,Образование,Информационные технологии,Осваиваем мобильные устройства,"город Москва, Варшавское шоссе, дом 116",Южный административный округ,муниципальный округ Чертаново Северное,"c 07.03.2023 по 31.12.2023, Вт. 17:00-19:00, без перерыва",,2023-12-31,,55.633922 37.617204
801367368,Физическая активность,Гимнастика,Дыхательная гимнастика по системе Стрельниковой,"г. Москва, проезд Шокальского, дом 30Б",Северо-Восточный административный округ,муниципальный округ Северное Медведково,"c 03.03.2023 по 31.12.2023, Пн., Пт. 12:30-13:30, без перерыва",,2023-12-31,,55.879874 37.651852
801371649,Физическая активность,Гимнастика,Йога,"г. Москва, Вешняковская улица, дом 12Д, строение 1",Восточный административный округ,муниципальный округ Вешняки,"c 01.04.2023 по 31.12.2023, Пн. 17:10-18:10, без перерыва, Пт. 16:00-17:00, без перерыва",,2023-12-31,,55.734785 37.821077
801367379,Физическая активность,Гимнастика,Цигун,"г. Москва, проезд Шокальского, дом 30Б",Северо-Восточный административный округ,муниципальный округ Северное Медведково,"c 03.03.2023 по 31.12.2023, Пт. 11:00-12:00, без перерыва",,2023-12-31,,55.879874 37.651852
801368207,Образование,"История, искусство, краеведение",Москвоведение,"г. Москва, улица Медиков, дом 3",Южный административный округ,муниципальный округ Царицыно,"c 01.03.2023 по 31.12.2023, Пт. 16:30-18:30, без перерыва",,2023-12-31,,55.634878 37.67528
801363846,Танцы,Танцы,Классические танцы,"г. Москва, Каширское шоссе, дом 124, корпус 2",Южный административный округ,муниципальный округ Орехово-Борисово Южное,"c 01.03.2023 по 27.12.2023, Ср. 14:00-15:00, без перерыва; c 07.03.2023 по 26.12.2023, Вт. 13:00-14:00, без перерыва",,2023-12-27,,55.604346 37.716603
801365666,Физическая активность,Гимнастика,Цигун,"г. Москва, Каширское шоссе, дом 124, корпус 2",Южный административный округ,муниципальный округ Орехово-Борисово Южное,"c 03.03.2023 по 29.12.2023, Пн., Пт. 10:00-11:00, без перерыва",,2023-12-29,,55.604346 37.716603
801363721,Игры,Шахматы и шашки,Шахматы и шашки,"г. Москва, Костромская улица, дом 14А",Северо-Восточный административный округ,муниципальный округ Алтуфьевский,"c 01.03.2023 по 31.12.2023, Ср., Пт. 13:00-15:00, без перерыва",,2023-12-31,,55.884777 37.59692
801367332,Образование,Образовательный практикум,Обучение игре на гитаре,"г. Москва, улица Медиков, дом 3",Южный административный округ,муниципальный округ Царицыно,"c 01.03.2023 по 31.12.2023, Вт., Чт. 13:00-14:00, без перерыва",,2023-12-31,,55.634878 37.67528
801369404,Творчество,Художественно-прикладное творчество,Рукоделие и творчество,"г. Москва, Борисовский проезд, дом 15, корпус 1",Южный административный округ,муниципальный округ Орехово-Борисово Северное,"c 01.03.2023 по 31.12.2023, Ср., Пт. 14:00-15:00, без перерыва",,2023-12-31,,55.626553 37.725963
801367377,Физическая активность,ОФП,ОФП,"г. Москва, проезд Шокальского, дом 30Б",Северо-Восточный административный округ,муниципальный округ Северное Медведково,"c 03.03.2023 по 31.12.2023, Пн., Пт. 13:30-14:30, без перерыва",,2023-12-31,,55.879874 37.651852
801368163,Танцы,Танцы,Современные танцы,"г. Москва, улица Медиков, дом 3",Южный административный округ,муниципальный округ Царицыно,"c 01.03.2023 по 31.12.2023, Пт. 14:00-16:00, без перерыва",,2023-12-31,,55.634878 37.67528
801367783,Образование,Пеший лекторий,Краеведение и пешие прогулки,"г. Москва, Шипиловская улица, дом 9, корпус 2",Южный административный округ,муниципальный округ Орехово-Борисово Северное,"c 06.03.2023 по 31.12.2023, Пн. 11:00-13:00, без перерыва",,2023-12-31,,55.618537 37.704332
801364401,Танцы,Танцы,Хореография,"город Москва, Ставропольская улица, дом 15, корпус 2",Юго-Восточный административный округ,муниципальный округ Люблино,"c 01.03.2023 по 24.12.2023, Вт., Чт. 11:00-12:00, без перерыва",,2023-12-24,,55.681712 37.751251
801364134,Физическая активность,Скандинавская ходьба,Скандинавская ходьба,"г. Москва, Северодвинская улица, дом 11, корпус 1",Северо-Восточный административный округ,муниципальный округ Северное Медведково,"c 02.03.2023 по 31.12.2023, Вт., Чт. 13:00-14:00, без перерыва",,2023-12-31,,55.890815 37.678963
801367442,Физическая активность,Скандинавская ходьба,Скандинавская ходьба,"г. Москва, Студёный проезд, дом 2, корпус 1",Северо-Восточный административный округ,муниципальный округ Северное Медведково,"c 01.03.2023 по 31.12.2023, Пн., Ср. 10:00-11:00, без перерыва",,2023-12-31,,55.893465 37.6539
801367568,Образование,Английский язык,Английский язык для начинающих,"г. Москва, улица Тихомирова, дом 12, строение 1, Секция 3",Северо-Восточный административный округ,муниципальный округ Северное Медведково,"c 03.03.2023 по 31.12.2023, Пн., Пт. 10:00-12:00, без перерыва",,2023-12-31,,55.885241 37.655167
801366351,Физическая активность,Гимнастика,Здоровая спина,"город Москва, Полярная улица, дом 33, строение 3",Северо-Восточный административный округ,муниципальный округ Северное Медведково,"c 02.03.2023 по 31.12.2023, Вт., Чт. 12:00-13:00, без перерыва",,2023-12-31,,55.888993 37.644459
801366352,Физическая активность,Гимнастика,Суставная гимнастика,"город Москва, Полярная улица, дом 33, строение 3",Северо-Восточный административный округ,муниципальный округ Северное Медведково,"c 02.03.2023 по 31.12.2023, Вт., Чт. 13:00-14:00, без перерыва",,2023-12-31,,55.888993 37.644459
801364194,Рисование,Рисование,Различные техники рисования,"г. Москва, улица Тихомирова, дом 12, строение 1, Секция 3",Северо-Восточный административный округ,муниципальный округ Северное Медведково,"c 01.03.2023 по 31.12.2023, Вт., Ср. 14:00-16:00, без перерыва",,2023-12-31,,55.885241 37.655167
801370970,Творчество,Красота и стиль,Мастер-класс по уходу за кожей в зрелом возрасте,"г. Москва, Щербаковская улица, дом 16",Восточный административный округ,муниципальный округ Соколиная Гора,"c 20.02.2023 по 31.12.2023, Пн., Ср. 11:00-12:00, без перерыва",,2023-12-31,,55.781388 37.724966
801370974,Образование,Информационные технологии,Осваиваем мобильные устройства,"г. Москва, Щербаковская улица, дом 16",Восточный административный округ,муниципальный округ Соколиная Гора,"c 22.02.2023 по 31.12.2023, Ср. 15:00-17:00, без перерыва",,2023-12-31,,55.781388 37.724966
801363249,Физическая активность,Скандинавская ходьба,Скандинавская ходьба,"город Москва, Фруктовая улица, дом 9",Южный административный округ,муниципальный округ Нагорный,"c 17.04.2023 по 30.12.2023, Пн., Ср. 10:00-11:00, без перерыва",,2023-12-30,,55.658444 37.612308
801364199,Творчество,Художественно-прикладное творчество,Рукоделие и творчество,"г. Москва, улица Тихомирова, дом 12, строение 1, Секция 3",Северо-Восточный административный округ,муниципальный округ Северное Медведково,"c 01.03.2023 по 31.12.2023, Ср. 11:00-13:00, без перерыва, Вт. 12:00-14:00, без перерыва",,2023-12-31,,55.885241 37.655167
801370889,Физическая активность,"Фитнес, тренажеры",Танцевальная физкультура,"город Москва, Шоссейная улица, дом 58, корпус 3",Юго-Восточный административный округ,муниципальный округ Печатники,"c 01.03.2023 по 24.12.2023, Вт., Чт. 13:00-14:00, без перерыва",,2023-12-24,,55.67424 37.719639
801368563,Физическая активность,Гимнастика,Оздоровительная гимнастика,"город Москва, Болотниковская улица, дом 8, корпус 1",Южный административный округ,муниципальный округ Нагорный,"c 02.03.2023 по 31.12.2023, Вт., Чт. 11:00-12:00, без перерыва",,2023-12-31,,55.656671 37.610817
801363379,Физическая активность,ОФП,ОФП,"г. Москва, Шоссейная улица, дом 46, корпус 1",Юго-Восточный административный округ,муниципальный округ Печатники,"c 01.03.2023 по 24.12.2023, Пн., Ср. 11:00-12:00, без перерыва",,2023-12-24,,55.680285 37.721993
801363929,Физическая активность,Гимнастика,Адаптивная и тонизирующая гимнастика,"г. Москва, Флотская улица, дом 7, строение 1",Северный административный округ,муниципальный округ Ховрино,"c 21.02.2023 по 31.12.2023, Вт., Чт. 10:00-11:00, без перерыва",,2023-12-31,,55.854062 37.497198
801368623,Физическая активность,Гимнастика,Оздоровительная гимнастика,"г. Москва, Флотская улица, дом 7, строение 1",Северный административный округ,муниципальный округ Ховрино,"c 21.02.2023 по 31.12.2023, Вт., Чт. 11:00-12:00, без перерыва",,2023-12-31,,55.854062 37.497198
801369694,Физическая активность,Гимнастика,Оздоровительная гимнастика,"г. Москва, Флотская улица, дом 7, строение 1",Северный административный округ,муниципальный округ Ховрино,"c 21.02.2023 по 31.12.2023, Вт., Чт. 12:00-13:00, без перерыва",,2023-12-31,,55.854062 37.497198
801363378,Физическая активность,Спортивные игры,Настольный теннис,"город Москва, Шоссейная улица, дом 35",Юго-Восточный административный округ,муниципальный округ Печатники,"c 01.03.2023 по 24.12.2023, Пн., Ср. 10:00-11:00, без перерыва",,2023-12-24,,55.679585 37.726242
801371462,Физическая активность,Гимнастика,Оздоровительная гимнастика,"город Москва, Болотниковская улица, дом 8, корпус 1",Южный административный округ,муниципальный округ Нагорный,"c 02.03.2023 по 31.12.2023, Вт., Чт. 12:15-13:15, без перерыва",,2023-12-31,,55.656671 37.610817
801362984,Физическая активность,Гимнастика,Цигун,"г. Москва, проспект Андропова, дом 22",Южный административный округ,муниципальный округ Нагатино-Садовники,"c 01.03.2023 по 31.12.2023, Пн., Ср. 10:00-11:00, без перерыва",,2023-12-31,,55.682651 37.661922
801368244,Физическая активность,Спортивные игры,Настольный теннис,"город Москва, Шоссейная улица, дом 35",Юго-Восточный административный округ,муниципальный округ Печатники,"c 01.03.2023 по 24.12.2023, Пн., Ср. 11:00-12:00, без перерыва",,2023-12-24,,55.679585 37.726242
801362991,Физическая активность,Гимнастика,Здоровая спина,"г. Москва, проспект Андропова, дом 22",Южный административный округ,муниципальный округ Нагатино-Садовники,"c 01.03.2023 по 31.12.2023, Пн., Ср. 11:00-12:00, без перерыва",,2023-12-31,,55.682651 37.661922
801365982,Физическая активность,Гимнастика,Цигун,"город Москва, Болотниковская улица, дом 8, корпус 1",Южный административный округ,муниципальный округ Нагорный,"c 01.03.2023 по 31.12.2023, Ср., Пт. 14:00-15:00, без перерыва",,2023-12-31,,55.656671 37.610817
801366574,Физическая активность,Спортивные игры,Настольный теннис,"город Москва, Шоссейная улица, дом 35",Юго-Восточный административный округ,муниципальный округ Печатники,"c 01.03.2023 по 24.12.2023, Вт., Чт. 14:00-16:00, без перерыва",,2023-12-24,,55.679585 37.726242
801365833,Творчество,Художественно-прикладное творчество,Вязание крючком,"г. Москва, улица Тихомирова, дом 12, строение 1, Секция 3",Северо-Восточный административный округ,муниципальный округ Северное Медведково,"c 03.03.2023 по 31.12.2023, Пн., Пт. 12:00-14:00, без перерыва",,2023-12-31,,55.885241 37.655167
801366174,Физическая активность,Гимнастика,Цигун,"город Москва, Болотниковская улица, дом 8, корпус 1",Южный административный округ,муниципальный округ Нагорный,"c 01.03.2023 по 31.12.2023, Ср., Пт. 15:15-16:15, без перерыва",,2023-12-31,,55.656671 37.610817
801369740,Пение,Пение,Пение,"город Москва, Болотниковская улица, дом 8, корпус 1",Южный административный округ,муниципальный округ Нагорный,"c 02.03.2023 по 31.12.2023, Вт., Чт. 13:15-14:15, без перерыва",,2023-12-31,,55.656671 37.610817
801370851,Физическая активность,"Фитнес, тренажеры",Танцевальная физкультура,"город Москва, Шоссейная улица, дом 58, корпус 3",Юго-Восточный административный округ,муниципальный округ Печатники,"c 01.03.2023 по 24.12.2023, Вт., Чт. 11:15-12:15, без перерыва",,2023-12-24,,55.67424 37.719639
801366571,Физическая активность,Спортивные игры,Дартс,"город Москва, Шоссейная улица, дом 35",Юго-Восточный административный округ,муниципальный округ Печатники,"c 01.03.2023 по 24.12.2023, Чт., Пт. 11:00-12:00, без перерыва",,2023-12-24,,55.679585 37.726242
801367191,Пение,Пение,Пение,"город Москва, Болотниковская улица, дом 8, корпус 1",Южный административный округ,муниципальный округ Нагорный,"c 02.03.2023 по 31.12.2023, Вт., Чт. 12:00-13:00, без перерыва",,2023-12-31,,55.656671 37.610817
801371496,Физическая активность,Спортивные игры,Настольный теннис,"город Москва, Болотниковская улица, дом 8, корпус 1",Южный административный округ,муниципальный округ Нагорный,"c 02.03.2023 по 31.12.2023, Вт., Чт. 13:30-14:30, без перерыва",,2023-12-31,,55.656671 37.610817
801366572,Игры,Шахматы и шашки,Шахматы,"город Москва, Шоссейная улица, дом 58, корпус 3",Юго-Восточный административный округ,муниципальный округ Печатники,"c 01.03.2023 по 24.12.2023, Пн., Чт. 17:00-19:00, без перерыва",,2023-12-24,,55.67424 37.719639
801370916,Физическая активность,"Фитнес, тренажеры",Танцевальная физкультура,"город Москва, Шоссейная улица, дом 58, корпус 3",Юго-Восточный административный округ,муниципальный округ Печатники,"c 01.03.2023 по 24.12.2023, Пт. 12:00-14:00, без перерыва",,2023-12-24,,55.67424 37.719639
801363380,Физическая активность,Гимнастика,Суставная гимнастика,"г. Москва, Шоссейная улица, дом 46, корпус 1",Юго-Восточный административный округ,муниципальный округ Печатники,"c 01.03.2023 по 24.12.2023, Пн., Ср. 12:15-13:15, без перерыва",,2023-12-24,,55.680285 37.721993
801370919,Физическая активность,"Фитнес, тренажеры",Бодибалет,"город Москва, Шоссейная улица, дом 58, корпус 3",Юго-Восточный административный округ,муниципальный округ Печатники,"c 01.03.2023 по 24.12.2023, Ср. 16:30-18:30, без перерыва",,2023-12-24,,55.67424 37.719639
801363013,Физическая активность,Гимнастика,Суставная гимнастика,"г. Москва, проспект Андропова, дом 22",Южный административный округ,муниципальный округ Нагатино-Садовники,"c 01.03.2023 по 31.12.2023, Пн., Ср. 12:00-13:00, без перерыва",,2023-12-31,,55.682651 37.661922
801363697,Физическая активность,Гимнастика,Здоровая спина,"г. Москва, проспект Андропова, дом 22",Южный административный округ,муниципальный округ Нагатино-Садовники,"c 02.03.2023 по 31.12.2023, Вт., Чт. 10:00-11:00, без перерыва",,2023-12-31,,55.682651 37.661922
801363832,Физическая активность,Гимнастика,Гимнастика,"г. Москва, проспект Андропова, дом 22",Южный административный округ,муниципальный округ Нагатино-Садовники,"c 02.03.2023 по 31.12.2023, Вт., Чт. 11:00-12:00, без перерыва",,2023-12-31,,55.682651 37.661922
801363955,Физическая активность,Гимнастика,Гимнастика,"г. Москва, проспект Андропова, дом 22",Южный административный округ,муниципальный округ Нагатино-Садовники,"c 02.03.2023 по 31.12.2023, Вт., Чт. 12:00-13:00, без перерыва",,2023-12-31,,55.682651 37.661922
801363475,Физическая активность,Гимнастика,Йога,"г. Москва, улица Гурьянова, дом 30",Юго-Восточный административный округ,муниципальный округ Печатники,"c 20.02.2023 по 31.12.2023, Пн., Ср. 10:00-11:00, без перерыва",,2023-12-31,,55.680707 37.71583
801363464,Физическая активность,"Фитнес, тренажеры",Зумба,"г. Москва, улица Гурьянова, дом 30",Юго-Восточный административный округ,муниципальный округ Печатники,"c 20.02.2023 по 31.12.2023, Пн., Ср. 11:00-12:00, без перерыва",,2023-12-31,,55.680707 37.71583
801362818,Физическая активность,"Фитнес, тренажеры",Пилатес,"г. Москва, улица Гурьянова, дом 30",Юго-Восточный административный округ,муниципальный округ Печатники,"c 20.02.2023 по 31.12.2023, Пн., Ср. 12:00-13:00, без перерыва",,2023-12-31,,55.680707 37.71583
801365578,Образование,Английский язык,Английский язык для начинающих,"город Москва, 8-я улица Текстильщиков, дом 15",Юго-Восточный административный округ,муниципальный округ Текстильщики,"c 01.03.2023 по 24.12.2023, Вт., Чт. 11:00-12:00, без перерыва",,2023-12-24,,55.702779 37.745439
801363068,Рисование,Рисование,Различные техники рисования,"г. Москва, проезд Шокальского, дом 41",Северо-Восточный административный округ,муниципальный округ Северное Медведково,"c 01.03.2023 по 31.12.2023, Вт., Ср. 11:00-13:00, без перерыва",,2023-12-31,,55.881853 37.652858
801363059,Пение,Пение,Хоровое пение,"г. Москва, Осташковская улица, дом 30",Северо-Восточный административный округ,муниципальный округ Северное Медведково,"c 01.03.2023 по 31.12.2023, Ср. 12:00-14:00, без перерыва",,2023-12-31,,55.892289 37.674804
801366910,Физическая активность,Скандинавская ходьба,Скандинавская ходьба,"г. Москва, улица Советской Армии, дом 15",Северо-Восточный административный округ,муниципальный округ Марьина Роща,"c 03.03.2023 по 31.12.2023, Пн., Пт. 10:00-11:00, без перерыва",,2023-12-31,,55.791086 37.615946
801365263,Физическая активность,Гимнастика,Суставная гимнастика,"г. Москва, улица Санникова, дом 17",Северо-Восточный административный округ,муниципальный округ Отрадное,"c 01.03.2023 по 31.12.2023, Ср., Пт. 09:45-10:45, без перерыва",,2023-12-31,,55.863596 37.599525
801365415,Физическая активность,Гимнастика,Суставная гимнастика,"г. Москва, улица Санникова, дом 17",Северо-Восточный административный округ,муниципальный округ Отрадное,"c 01.03.2023 по 31.12.2023, Ср., Пт. 11:00-12:00, без перерыва",,2023-12-31,,55.863596 37.599525
801362963,Танцы,Танцы,Танцы для всех,"г. Москва, улица Коминтерна, дом 46",Северо-Восточный административный округ,муниципальный округ Лосиноостровский,"c 01.03.2023 по 31.12.2023, Пн., Ср. 13:00-14:00, без перерыва",,2023-12-31,,55.871572 37.691297
801363376,Пение,Пение,Хоровое пение,"г. Москва, улица Декабристов, дом 2, корпус 2",Северо-Восточный административный округ,муниципальный округ Отрадное,"c 01.03.2023 по 31.12.2023, Ср., Пт. 10:45-12:45, без перерыва",,2023-12-31,,55.867672 37.592258
801364683,Физическая активность,Спортивные игры,Настольный теннис,"г. Москва, улица Декабристов, дом 2, корпус 2",Северо-Восточный административный округ,муниципальный округ Отрадное,"c 02.03.2023 по 31.12.2023, Вт., Чт. 09:00-10:00, без перерыва",,2023-12-31,,55.867672 37.592258
801364684,Физическая активность,Спортивные игры,Настольный теннис,"г. Москва, улица Декабристов, дом 2, корпус 2",Северо-Восточный административный округ,муниципальный округ Отрадное,"c 02.03.2023 по 31.12.2023, Вт., Чт. 10:15-11:15, без перерыва",,2023-12-31,,55.867672 37.592258
801364685,Физическая активность,Спортивные игры,Настольный теннис,"г. Москва, улица Декабристов, дом 2, корпус 2",Северо-Восточный административный округ,муниципальный округ Отрадное,"c 02.03.2023 по 31.12.2023, Вт., Чт. 11:30-12:30, без перерыва",,2023-12-31,,55.867672 37.592258
801365271,Спецпроект / Тренировки долголетия (спецпроект по медицинской реабилитации),Тренировки долголетия (спецпроект по медицинской реабилитации),Тренировки долголетия (спецпроект по медицинской реабилитации),"г. Москва, Коктебельская улица, дом 6, строение 1",Юго-Западный административный округ,муниципальный округ Северное Бутово,"c 20.02.2023 по 24.12.2023, Пн., Ср. 10:00-11:00, без перерыва",,2023-12-24,,55.568054 37.581325
801364686,Физическая активность,Гимнастика,Гимнастика,"г. Москва, улица Декабристов, дом 2, корпус 2",Северо-Восточный административный округ,муниципальный округ Отрадное,"c 02.03.2023 по 31.12.2023, Вт., Чт. 12:45-13:45, без перерыва",,2023-12-31,,55.867672 37.592258
801364687,Физическая активность,Гимнастика,Гимнастика,"г. Москва, улица Декабристов, дом 2, корпус 2",Северо-Восточный административный округ,муниципальный округ Отрадное,"c 02.03.2023 по 31.12.2023, Вт., Чт. 14:00-15:00, без перерыва",,2023-12-31,,55.867672 37.592258
801362827,Спецпроект / Тренировки долголетия (спецпроект по медицинской реабилитации),Тренировки долголетия (спецпроект по медицинской реабилитации),Тренировки долголетия (спецпроект по медицинской реабилитации),"город Москва, улица Гурьянова, дом 4, корпус 3",Юго-Восточный административный округ,муниципальный округ Печатники,"c 04.04.2023 по 24.12.2023, Вт., Чт. 14:00-15:00, без перерыва",,2023-12-24,,55.691937 37.719747
801365676,Спецпроект / Тренировки долголетия (спецпроект по медицинской реабилитации),Тренировки долголетия (спецпроект по медицинской реабилитации),Тренировки долголетия (спецпроект по медицинской реабилитации),"город Москва, улица Гурьянова, дом 4, корпус 3",Юго-Восточный административный округ,муниципальный округ Печатники,"c 04.04.2023 по 24.12.2023, Чт. 15:00-16:00, без перерыва",,2023-12-24,,55.691937 37.719747
801364440,Физическая активность,Гимнастика,Здоровая спина,"город Москва, город Зеленоград, корпус 309",Зеленоградский административный округ,муниципальное образование Савелки,"c 01.03.2023 по 31.12.2023, Пн., Чт. 12:00-13:00, без перерыва",,2023-12-31,,56.000945 37.212091
801370758,Физическая активность,ОФП,ОФП,"г. Москва, Полярная улица, дом 10, строение 1",Северо-Восточный административный округ,муниципальный округ Южное Медведково,"c 01.03.2023 по 31.12.2023, Пн., Чт. 11:30-12:30, без перерыва",,2023-12-31,,55.874561 37.638207
801364441,Физическая активность,Гимнастика,Здоровая спина,"город Москва, город Зеленоград, корпус 309",Зеленоградский административный округ,муниципальное образование Савелки,"c 01.03.2023 по 31.12.2023, Пн., Чт. 13:00-14:00, без перерыва",,2023-12-31,,56.000945 37.212091
801370699,Пение,Пение,Хоровое пение,"г. Москва, Полярная улица, дом 10, строение 1",Северо-Восточный административный округ,муниципальный округ Южное Медведково,"c 01.03.2023 по 31.12.2023, Пн., Чт. 11:00-12:00, без перерыва",,2023-12-31,,55.874561 37.638207
801370860,Образование,Информационные технологии,Осваиваем мобильные устройства,"г. Москва, Полярная улица, дом 10, строение 1",Северо-Восточный административный округ,муниципальный округ Южное Медведково,"c 01.03.2023 по 31.12.2023, Вт., Пт. 11:30-12:30, без перерыва",,2023-12-31,,55.874561 37.638207
801366207,Физическая активность,Гимнастика,Гимнастика,"город Москва, город Зеленоград, корпус 309",Зеленоградский административный округ,муниципальное образование Савелки,"c 01.03.2023 по 31.12.2023, Вт., Пт. 10:00-11:00, без перерыва",,2023-12-31,,56.000945 37.212091
801370875,Образование,Информационные технологии,Осваиваем мобильные устройства,"г. Москва, Полярная улица, дом 10, строение 1",Северо-Восточный административный округ,муниципальный округ Южное Медведково,"c 01.03.2023 по 31.12.2023, Вт., Чт. 12:45-13:45, без перерыва",,2023-12-31,,55.874561 37.638207
801372344,Образование,Экология жизни,Экологические программы,"г. Москва, Лазоревый проезд, дом 26",Северо-Восточный административный округ,муниципальный округ Свиблово,"c 07.03.2023 по 26.12.2023, Вт. 12:00-14:00, без перерыва",,2023-12-26,,55.855047 37.638746
801364445,Пение,Пение,Пение,"город Москва, город Зеленоград, корпус 309",Зеленоградский административный округ,муниципальное образование Савелки,"c 01.03.2023 по 31.12.2023, Ср., Пт. 11:00-13:00, без перерыва",,2023-12-31,,56.000945 37.212091
801364458,Физическая активность,Спортивные игры,Настольный теннис,"город Москва, город Зеленоград, корпус 309",Зеленоградский административный округ,муниципальное образование Савелки,"c 01.03.2023 по 31.12.2023, Пт. 14:00-15:00, без перерыва, Ср. 13:00-14:00, без перерыва",,2023-12-31,,56.000945 37.212091
801369490,Физическая активность,Скандинавская ходьба,Скандинавская ходьба,"г. Москва, Тенистый проезд, владение 6-8",Северо-Восточный административный округ,муниципальный округ Свиблово,"c 07.03.2023 по 29.12.2023, Пт. 11:00-12:00, без перерыва, Вт. 12:15-13:15, без перерыва",,2023-12-29,,55.859736 37.637704
801369719,Физическая активность,ОФП,ОФП,"город Москва, Игарский проезд, дом 8",Северо-Восточный административный округ,муниципальный округ Свиблово,"c 02.04.2023 по 27.12.2023, Вт. 09:00-10:00, без перерыва, Ср. 20:00-21:00, без перерыва",,2023-12-27,,55.857892 37.644495
801368724,Физическая активность,Спортивные игры,Футбол,"г. Москва, Тенистый проезд, владение 6-8",Северо-Восточный административный округ,муниципальный округ Свиблово,"c 07.03.2023 по 28.12.2023, Вт., Чт. 11:10-13:10, без перерыва",,2023-12-28,,55.859736 37.637704
801368729,Творчество,Художественно-прикладное творчество,Вязание на спицах,"город Москва, улица Амундсена, дом 10",Северо-Восточный административный округ,муниципальный округ Свиблово,"c 07.03.2023 по 29.12.2023, Вт., Пт. 11:00-12:00, без перерыва",,2023-12-29,,55.853021 37.65717
801368730,Творчество,Художественно-прикладное творчество,Папье-маше,"город Москва, улица Амундсена, дом 10",Северо-Восточный административный округ,муниципальный округ Свиблово,"c 07.03.2023 по 29.12.2023, Вт., Пт. 12:00-13:00, без перерыва",,2023-12-29,,55.853021 37.65717
801371537,Пение,Пение,Хоровое пение,"г. Москва, улица Коминтерна, дом 46",Северо-Восточный административный округ,муниципальный округ Лосиноостровский,"c 02.03.2023 по 31.12.2023, Вт., Чт. 12:00-13:00, без перерыва",,2023-12-31,,55.871572 37.691297
801370559,Физическая активность,Гимнастика,Цигун,"город Москва, проезд Дежнёва, дом 1",Северо-Восточный административный округ,муниципальный округ Южное Медведково,"c 02.03.2023 по 31.12.2023, Вт., Чт. 11:00-12:00, без перерыва",,2023-12-31,,55.871193 37.649723
801370593,Образование,Экология жизни,Экологические программы,"город Москва, проезд Дежнёва, дом 1",Северо-Восточный административный округ,муниципальный округ Южное Медведково,"c 03.03.2023 по 31.12.2023, Пт. 12:00-14:00, без перерыва",,2023-12-31,,55.871193 37.649723
801370557,Физическая активность,"Фитнес, тренажеры",Зумба,"город Москва, проезд Дежнёва, дом 1",Северо-Восточный административный округ,муниципальный округ Южное Медведково,"c 03.03.2023 по 31.12.2023, Пт. 11:00-12:00, без перерыва, Пн. 12:00-13:00, без перерыва",,2023-12-31,,55.871193 37.649723
801366011,Физическая активность,Скандинавская ходьба,Скандинавская ходьба,"город Москва, улица Корнейчука, дом 16",Северо-Восточный административный округ,муниципальный округ Бибирево,"c 03.03.2023 по 31.12.2023, Пт. 09:00-11:00, без перерыва",,2023-12-31,,55.901591 37.611051
801370552,Физическая активность,Скандинавская ходьба,Скандинавская ходьба,"город Москва, проезд Дежнёва, дом 1",Северо-Восточный административный округ,муниципальный округ Южное Медведково,"c 02.03.2023 по 31.12.2023, Вт., Чт. 11:00-12:00, без перерыва",,2023-12-31,,55.871193 37.649723
801370591,Физическая активность,Гимнастика,Дыхательная гимнастика по системе Стрельниковой,"город Москва, проезд Дежнёва, дом 1",Северо-Восточный административный округ,муниципальный округ Южное Медведково,"c 01.03.2023 по 31.12.2023, Ср., Пт. 15:00-16:00, без перерыва",,2023-12-31,,55.871193 37.649723
801366124,Физическая активность,Спортивные игры,Настольный теннис,"город Москва, улица Пришвина, дом 12, корпус 2",Северо-Восточный административный округ,муниципальный округ Бибирево,"c 02.03.2023 по 31.12.2023, Вт., Чт. 13:15-15:15, без перерыва",,2023-12-31,,55.887685 37.59719
801363666,Творчество,Домоводство,Дизайн интерьера,"г. Москва, Тайнинская улица, дом 17, корпус 1",Северо-Восточный административный округ,муниципальный округ Лосиноостровский,"c 01.03.2023 по 31.12.2023, Пн., Ср. 16:00-17:00, без перерыва",,2023-12-31,,55.88558 37.684802
801365132,Творчество,Художественно-прикладное творчество,Рукоделие и творчество,"г. Москва, Тайнинская улица, дом 17, корпус 1",Северо-Восточный административный округ,муниципальный округ Лосиноостровский,"c 02.03.2023 по 31.12.2023, Вт., Чт. 17:00-18:00, без перерыва",,2023-12-31,,55.88558 37.684802
801363669,Рисование,Рисование,Различные техники рисования,"г. Москва, Тайнинская улица, дом 17, корпус 1",Северо-Восточный административный округ,муниципальный округ Лосиноостровский,"c 01.03.2023 по 31.12.2023, Пн., Ср. 17:00-18:00, без перерыва",,2023-12-31,,55.88558 37.684802
